,station_train_code,train_no,class,on,off
5944,G7452(合肥南-徐州东),5i000G745200,G,合肥南,徐州东
5945,G7453(徐州东-淮北),5l000G745330,G,徐州东,淮北
5946,G7454(淮北-合肥南),53000G745450,G,淮北,合肥南
5947,G7461(上海虹桥-温州南),5l000G746130,G,上海虹桥,温州南
5948,G7462(温州南-上海虹桥),5j000G746200,G,温州南,上海虹桥
5949,G7463(杭州东-温州南),56000G746300,G,杭州东,温州南
5950,G7464(温州南-杭州东),5j000G746400,G,温州南,杭州东
5951,G7465(杭州东-温州南),56000G746500,G,杭州东,温州南
5952,G7466(温州南-杭州东),5j000G746600,G,温州南,杭州东
5953,G7467(杭州东-苍南),56000G746700,G,杭州东,苍南
5954,G7468(苍南-杭州东),5j000G746800,G,苍南,杭州东
5955,G7501(上海虹桥-苍南),5l000G750166,G,上海虹桥,苍南
5956,G7502(宁波-上海虹桥),5e000G750215,G,宁波,上海虹桥
5957,G7503(上海虹桥-台州),5l000G750362,G,上海虹桥,台州
5958,G7504(温州南-上海虹桥),5j000G750441,G,温州南,上海虹桥
5959,G7505(南京南-宁波),5l000G750550,G,南京南,宁波
5960,G7506(温州南-上海虹桥),5j000G750603,G,温州南,上海虹桥
5961,G7507(南京南-宁波),5l000G750750,G,南京南,宁波
5962,G7508(台州-上海虹桥),5j000G750830,G,台州,上海虹桥
5963,G7509(上海虹桥-宁波),5l000G750931,G,上海虹桥,宁波
5964,G7510(宁波-上海虹桥),5e000G751040,G,宁波,上海虹桥
5965,G7511(上海虹桥-温州南),5l000G751108,G,上海虹桥,温州南
5966,G7512(宁波-上海虹桥),5e000G751230,G,宁波,上海虹桥
5967,G7514(宁波-上海虹桥),5e000G751442,G,宁波,上海虹桥
5968,G7515(上海虹桥-宁波),5l000G751502,G,上海虹桥,宁波
5969,G7516(苍南-上海虹桥),5j000G751654,G,苍南,上海虹桥
5970,G7517(上海虹桥-宁波),5l000G751740,G,上海虹桥,宁波
5971,G7518(宁波-上海虹桥),5e000G75180B,G,宁波,上海虹桥
5972,G7519(上海虹桥-宁波),5l000G751952,G,上海虹桥,宁波
5973,G7520(宁波-南京南),5e000G752051,G,宁波,南京南
5974,G7521(上海虹桥-温州南),5l000G752180,G,上海虹桥,温州南
5975,G7522(宁波-上海虹桥),5e000G752231,G,宁波,上海虹桥
5976,G7524(宁波-上海虹桥),5e000G752402,G,宁波,上海虹桥
5977,G7525(上海虹桥-温州南),5l000G75250C,G,上海虹桥,温州南
5978,G7527(上海虹桥-宁波),5l000G752762,G,上海虹桥,宁波
5979,G7528(温州南-上海虹桥),5j000G752870,G,温州南,上海虹桥
5980,G7529(上海虹桥-宁波),5l000G752920,G,上海虹桥,宁波
5981,G7530(宁波-上海虹桥),5e000G753030,G,宁波,上海虹桥
5982,G7532(宁波-上海虹桥),5e000G753204,G,宁波,上海虹桥
5983,G7533(杭州东-宁波),56000G753301,G,杭州东,宁波
5984,G7534(宁波-杭州东),5e000G753451,G,宁波,杭州东
5985,G7535(上海虹桥-温州南),5l000G753542,G,上海虹桥,温州南
5986,G7536(温州南-上海虹桥),5j000G753625,G,温州南,上海虹桥
5987,G7537(上海虹桥-苍南),5l000G753704,G,上海虹桥,苍南
5988,G7538(苍南-杭州东),5j000G753820,G,苍南,杭州东
5989,G7539(上海虹桥-苍南),5l000G753902,G,上海虹桥,苍南
5990,G7540(苍南-上海虹桥),5j000G754051,G,苍南,上海虹桥
5991,G7541(上海虹桥-台州),5l000G754143,G,上海虹桥,台州
5992,G7542(台州-上海虹桥),5j000G754262,G,台州,上海虹桥
5993,G7543(上海虹桥-温州南),5l000G754330,G,上海虹桥,温州南
5994,G7545(上海虹桥-温州南),5l000G754540,G,上海虹桥,温州南
5995,G7546(温州南-上海虹桥),5j000G754660,G,温州南,上海虹桥
5996,G7549(上海虹桥-宁波),5l000G754930,G,上海虹桥,宁波
5997,G7550(宁波-上海虹桥),5e000G755040,G,宁波,上海虹桥
5998,G7555(上海虹桥-杭州东),5l000G755512,G,上海虹桥,杭州东
5999,G7556(杭州东-上海虹桥),56000G755631,G,杭州东,上海虹桥
6000,G7557(上海虹桥-宁波),5l000G755740,G,上海虹桥,宁波
6001,G7558(杭州东-上海虹桥),56000G755840,G,杭州东,上海虹桥
6002,G7561(上海虹桥-温州南),5l000G756150,G,上海虹桥,温州南
6003,G7563(合肥南-杭州东),5i000G756620,G,合肥南,杭州东
6004,G7564(杭州东-合肥南),56000G756401,G,杭州东,合肥南
6005,G7565(杭州东-合肥南),56000G756401,G,杭州东,合肥南
6006,G7566(合肥南-杭州东),5i000G756620,G,合肥南,杭州东
6007,G7567(杭州东-温州南),56000G756730,G,杭州东,温州南
6008,G7568(温州南-杭州东),5j000G756840,G,温州南,杭州东
6009,G7571(淮南东-温州南),53000G757130,G,淮南东,温州南
6010,G7572(温州南-淮南东),5j000G757250,G,温州南,淮南东
6011,G7573(温州南-淮南东),5j000G757250,G,温州南,淮南东
6012,G7574(淮南东-温州南),53000G757130,G,淮南东,温州南
6013,G7575(六安-温州南),53000G757830,G,六安,温州南
6014,G7576(苍南-六安),5j000G757630,G,苍南,六安
6015,G7577(苍南-六安),5j000G757630,G,苍南,六安
6016,G7578(六安-温州南),53000G757830,G,六安,温州南
6017,G7581(南京南-温州南),5l000G758111,G,南京南,温州南
6018,G7582(苍南-南京南),5j000G758221,G,苍南,南京南
6019,G7583(常州-宁波),54000G758350,G,常州,宁波
6020,G7584(宁波-南京),5e000G758410,G,宁波,南京
6021,G7585(常州-温州南),54000G758561,G,常州,温州南
6022,G7586(温州南-常州),5j000G758650,G,温州南,常州
6023,G7587(南京南-温州南),5l000G758741,G,南京南,温州南
6024,G7588(苍南-南京南),5j000G758852,G,苍南,南京南
6025,G7589(徐州东-宁波),5l000G758961,G,徐州东,宁波
6026,G7590(宁波-徐州东),5e000G759053,G,宁波,徐州东
6027,G7591(安庆-温州南),59000G759421,G,安庆,温州南
6028,G7592(温州南-安庆),5j000G759211,G,温州南,安庆
6029,G7593(温州南-安庆),5j000G759211,G,温州南,安庆
6030,G7594(安庆-温州南),59000G759421,G,安庆,温州南
6031,G7595(合肥南-宁波),5i000G759808,G,合肥南,宁波
6032,G7596(温州南-合肥南),5j000G759601,G,温州南,合肥南
6033,G7597(温州南-合肥南),5j000G759601,G,温州南,合肥南
6034,G7598(合肥南-宁波),5i000G759808,G,合肥南,宁波
6035,G7599(徐州东-苍南),5l000G759932,G,徐州东,苍南
6036,G7600(温州南-徐州东),5j000G760011,G,温州南,徐州东
6037,G7601(南京南-湖州),5l000G760131,G,南京南,湖州
6038,G7603(南京南-杭州东),5l000G760301,G,南京南,杭州东
6039,G7604(杭州东-南京南),56000G760433,G,杭州东,南京南
6040,G7605(徐州东-杭州东),5l000G760570,G,徐州东,杭州东
6041,G7608(宁波-南京南),5e000G760810,G,宁波,南京南
6042,G7609(南京南-宁波),5l000G760951,G,南京南,宁波
6043,G7610(宁波-徐州东),5e000G761031,G,宁波,徐州东
6044,G7611(徐州东-宁波),5l000G761131,G,徐州东,宁波
6045,G7612(杭州东-南京南),56000G761231,G,杭州东,南京南
6046,G7613(南京南-杭州东),5l000G761311,G,南京南,杭州东
6047,G7615(合肥南-温州南),5i000G761801,G,合肥南,温州南
6048,G7616(温州南-合肥南),5j000G761620,G,温州南,合肥南
6049,G7617(温州南-合肥南),5j000G761620,G,温州南,合肥南
6050,G7618(合肥南-温州南),5i000G761801,G,合肥南,温州南
6051,G7619(徐州东-温州南),5l000G7619F2,G,徐州东,温州南
6052,G7620(温州南-徐州东),5j000G762021,G,温州南,徐州东
6053,G7621(杭州东-温州南),56000G762112,G,杭州东,温州南
6054,G7622(温州南-杭州东),5j000G762223,G,温州南,杭州东
6055,G7623(杭州东-苍南),56000G762305,G,杭州东,苍南
6056,G7624(苍南-杭州东),5j000G762413,G,苍南,杭州东
6057,G7625(南京南-温州南),5l000G762530,G,南京南,温州南
6058,G7626(温州南-南京南),5j000G762640,G,温州南,南京南
6059,G7627(南京南-苍南),5l000G762721,G,南京南,苍南
6060,G7628(温州南-南京南),5j000G762830,G,温州南,南京南
6061,G7629(南京南-温州南),5l000G762930,G,南京南,温州南
6062,G7630(温州南-南京南),5j000G763031,G,温州南,南京南
6063,G7631(合肥南-杭州东),5i000G763411,G,合肥南,杭州东
6064,G7632(丽水-合肥南),5a000G763220,G,丽水,合肥南
6065,G7633(丽水-合肥南),5a000G763220,G,丽水,合肥南
6066,G7634(合肥南-杭州东),5i000G763411,G,合肥南,杭州东
6067,G7635(合肥南-温州南),5i000G763810,G,合肥南,温州南
6068,G7636(温州南-合肥南),5j000G763640,G,温州南,合肥南
6069,G7637(温州南-合肥南),5j000G763640,G,温州南,合肥南
6070,G7638(合肥南-温州南),5i000G763810,G,合肥南,温州南
6071,G7639(湖州-杭州东),56000G763901,G,湖州,杭州东
6072,G7641(南京南-苍南),5l000G764142,G,南京南,苍南
6073,G7642(苍南-南京南),5j000G764201,G,苍南,南京南
6074,G7643(南京南-丽水),5l000G764321,G,南京南,丽水
6075,G7644(金华南-南京南),5a000G764401,G,金华南,南京南
6076,G7645(合肥-苍南),53000G764821,G,合肥,苍南
6077,G7646(温州南-合肥),5j000G764640,G,温州南,合肥
6078,G7647(温州南-合肥),5j000G764640,G,温州南,合肥
6079,G7648(合肥-苍南),53000G764821,G,合肥,苍南
6080,G7652(杭州东-合肥南),56000G765214,G,杭州东,合肥南
6081,G7653(杭州东-合肥南),56000G765214,G,杭州东,合肥南
6082,G7655(合肥南-杭州东),5i000G765850,G,合肥南,杭州东
6083,G7656(杭州东-合肥南),56000G765662,G,杭州东,合肥南
6084,G7657(杭州东-合肥南),56000G765662,G,杭州东,合肥南
6085,G7658(合肥南-杭州东),5i000G765850,G,合肥南,杭州东
6086,G7659(杭州东-温州南),56000G765960,G,杭州东,温州南
6087,G7660(温州南-南京南),5j000G766051,G,温州南,南京南
6088,G7661(合肥南-苍南),5i000G766440,G,合肥南,苍南
6089,G7662(温州南-合肥南),5j000G766270,G,温州南,合肥南
6090,G7663(温州南-合肥南),5j000G766270,G,温州南,合肥南
6091,G7664(合肥南-苍南),5i000G766440,G,合肥南,苍南
6092,G7665(徐州东-温州南),5l000G766540,G,徐州东,温州南
6093,G7666(温州南-徐州东),5j000G766690,G,温州南,徐州东
6094,G7669(淮南东-温州南),53000G766960,G,淮南东,温州南
6095,G7670(苍南-淮南东),5j000G767060,G,苍南,淮南东
6096,G7671(苍南-淮南东),5j000G767060,G,苍南,淮南东
6097,G7672(淮南东-温州南),53000G766960,G,淮南东,温州南
6098,G7673(合肥南-宁波),5i000G767632,G,合肥南,宁波
6099,G7674(温州南-合肥南),5j000G767492,G,温州南,合肥南
6100,G7675(温州南-合肥南),5j000G767492,G,温州南,合肥南
6101,G7676(合肥南-宁波),5i000G767632,G,合肥南,宁波
6102,G7677(合肥南-温州南),5i000G768023,G,合肥南,温州南
6103,G7678(宁波-合肥南),5e000G767853,G,宁波,合肥南
6104,G7679(宁波-合肥南),5e000G767853,G,宁波,合肥南
6105,G7680(合肥南-温州南),5i000G768023,G,合肥南,温州南
6106,G7681(合肥南-温州南),5i000G768430,G,合肥南,温州南
6107,G7682(温州南-合肥南),5j000G768230,G,温州南,合肥南
6108,G7683(温州南-合肥南),5j000G768230,G,温州南,合肥南
6109,G7684(合肥南-温州南),5i000G768430,G,合肥南,温州南
6110,G7685(淮南东-诸暨),53000G768540,G,淮南东,诸暨
6111,G7686(杭州东-淮南东),56000G768632,G,杭州东,淮南东
6112,G7687(杭州东-淮南东),56000G768632,G,杭州东,淮南东
6113,G7688(淮南东-诸暨),53000G768540,G,淮南东,诸暨
6114,G7689(南京南-温州南),5l000G768931,G,南京南,温州南
6115,G7690(温州南-南京南),5j000G769031,G,温州南,南京南
6116,G7691(合肥南-江山),5i000G769440,G,合肥南,江山
6117,G7692(江山-合肥南),56000G769240,G,江山,合肥南
6118,G7693(江山-合肥南),56000G769240,G,江山,合肥南
6119,G7694(合肥南-江山),5i000G769440,G,合肥南,江山
6120,G7695(淮北-江山),53000G769810,G,淮北,江山
6121,G7696(江山-淮北),56000G769620,G,江山,淮北
6122,G7697(江山-淮北),56000G769620,G,江山,淮北
6123,G7698(淮北-江山),53000G769810,G,淮北,江山
6124,G8001(大连-长春),13000G800103,G,大连,长春
6125,G8002(长春-大连北),11000G800207,G,长春,大连北
6126,G8003(大连北-吉林),1g000G800306,G,大连北,吉林
6127,G8004(吉林-大连北),18000G80040C,G,吉林,大连北
6128,G8005(大连北-长春),1g000G800507,G,大连北,长春
6129,G8006(长春-大连),11000G80060A,G,长春,大连
6130,G8007(大连-吉林),13000G800709,G,大连,吉林
6131,G8008(吉林-大连北),18000G800808,G,吉林,大连北
6132,G8009(大连北-吉林),1g000G800905,G,大连北,吉林
6133,G8010(长春-大连),11000G801005,G,长春,大连
6134,G8011(大连北-吉林),1g000G801107,G,大连北,吉林
6135,G8012(长春-大连),11000G80120B,G,长春,大连
6136,G8013(大连-吉林),13000G801306,G,大连,吉林
6137,G8014(吉林-大连),18000G801407,G,吉林,大连
6138,G8015(大连北-吉林),1g000G801510,G,大连北,吉林
6139,G8016(吉林-大连北),18000G801605,G,吉林,大连北
6140,G8017(大连-吉林),13000G801706,G,大连,吉林
6141,G8018(吉林-大连北),18000G801805,G,吉林,大连北
6142,G8019(大连-吉林),13000G80190B,G,大连,吉林
6143,G8020(吉林-大连北),18000G802009,G,吉林,大连北
6144,G8023(大连北-长春),1g000G802306,G,大连北,长春
6145,G8024(吉林-大连),18000G802406,G,吉林,大连
6146,G8031(沈阳-长春),12000G803105,G,沈阳,长春
6147,G8032(吉林-沈阳北),18000G803207,G,吉林,沈阳北
6148,G8033(沈阳北-长春),12000G803305,G,沈阳北,长春
6149,G8034(长春-沈阳北),11000G803408,G,长春,沈阳北
6150,G8035(沈阳-延吉西),12000G803520,G,沈阳,延吉西
6151,G8041(大连北-沈阳),1g000G804108,G,大连北,沈阳
6152,G8045(大连-沈阳北),13000G804506,G,大连,沈阳北
6153,G8046(沈阳-大连),12000G804606,G,沈阳,大连
6154,G8048(沈阳北-大连),12000G804806,G,沈阳北,大连
6155,G8049(大连-沈阳北),13000G804903,G,大连,沈阳北
6156,G8050(沈阳北-大连),12000G805005,G,沈阳北,大连
6157,G8051(大连-沈阳北),13000G805104,G,大连,沈阳北
6158,G8053(大连-沈阳),13000G805306,G,大连,沈阳
6159,G8054(沈阳北-大连),12000G805405,G,沈阳北,大连
6160,G8056(沈阳北-大连),12000G805604,G,沈阳北,大连
6161,G8057(大连-沈阳),13000G805707,G,大连,沈阳
6162,G8058(沈阳-大连北),12000G805805,G,沈阳,大连北
6163,G8059(大连-沈阳北),13000G805905,G,大连,沈阳北
6164,G8062(沈阳-大连),12000G806204,G,沈阳,大连
6165,G8065(大连北-沈阳),1g000G806500,G,大连北,沈阳
6166,G8067(大连-沈阳北),13000G806700,G,大连,沈阳北
6167,G8068(沈阳北-大连北),12000G80680J,G,沈阳北,大连北
6168,G8069(大连北-沈阳北),1g000G80690D,G,大连北,沈阳北
6169,G8070(沈阳北-大连北),12000G807004,G,沈阳北,大连北
6170,G8071(鞍山西-沈阳),1g000G807101,G,鞍山西,沈阳
6171,G8081(盘锦-沈阳北),15000G808104,G,盘锦,沈阳北
6172,G8082(沈阳-盘锦),12000G808204,G,沈阳,盘锦
6173,G8085(大连北-山海关),1g000G808501,G,大连北,山海关
6174,G8086(山海关-大连北),15000G808702,G,山海关,大连北
6175,G8087(山海关-大连北),15000G808702,G,山海关,大连北
6176,G8088(大连北-山海关),1g000G808501,G,大连北,山海关
6177,G8101(吉林-丹东),18000G810403,G,吉林,丹东
6178,G8102(丹东-吉林),12000G810205,G,丹东,吉林
6179,G8103(丹东-吉林),12000G810205,G,丹东,吉林
6180,G8104(吉林-丹东),18000G810403,G,吉林,丹东
6181,G8105(吉林-丹东),18000G810803,G,吉林,丹东
6182,G8106(丹东-吉林),12000G810603,G,丹东,吉林
6183,G8107(丹东-吉林),12000G810603,G,丹东,吉林
6184,G8108(吉林-丹东),18000G810803,G,吉林,丹东
6185,G8125(大连北-珲春),1g000G812502,G,大连北,珲春
6186,G8126(珲春-大连北),1c000G812605,G,珲春,大连北
6187,G8127(大连-珲春),13000G812703,G,大连,珲春
6188,G8128(珲春-大连),1c000G812801,G,珲春,大连
6189,G8130(延吉西-大连北),1c000G813000,G,延吉西,大连北
6190,G8501(成都东-沙坪坝),76000G850103,G,成都东,沙坪坝
6191,G8503(成都东-沙坪坝),76000G850310,G,成都东,沙坪坝
6192,G8504(重庆北-成都东),77000G850405,G,重庆北,成都东
6193,G8505(成都东-重庆北),76000G850505,G,成都东,重庆北
6194,G8506(重庆北-成都东),77000G850606,G,重庆北,成都东
6195,G8507(成都东-沙坪坝),76000G850703,G,成都东,沙坪坝
6196,G8508(重庆北-成都东),77000G850807,G,重庆北,成都东
6197,G8509(成都东-重庆北),76000G850905,G,成都东,重庆北
6198,G8510(沙坪坝-成都东),77000G851004,G,沙坪坝,成都东
6199,G8511(成都东-重庆北),76000G851105,G,成都东,重庆北
6200,G8512(重庆北-成都东),77000G851205,G,重庆北,成都东
6201,G8513(成都东-沙坪坝),76000G851310,G,成都东,沙坪坝
6202,G8514(沙坪坝-成都东),77000G851410,G,沙坪坝,成都东
6203,G8515(成都东-重庆北),76000G851505,G,成都东,重庆北
6204,G8516(重庆北-成都东),77000G851605,G,重庆北,成都东
6205,G8517(成都东-沙坪坝),76000G851710,G,成都东,沙坪坝
6206,G8518(重庆北-成都东),77000G851805,G,重庆北,成都东
6207,G8519(成都东-沙坪坝),76000G851910,G,成都东,沙坪坝
6208,G8520(沙坪坝-成都东),77000G852004,G,沙坪坝,成都东
6209,G8521(成都东-重庆北),76000G852105,G,成都东,重庆北
6210,G8522(重庆北-成都东),77000G852207,G,重庆北,成都东
6211,G8523(成都东-沙坪坝),76000G852310,G,成都东,沙坪坝
6212,G8524(重庆北-成都东),77000G852406,G,重庆北,成都东
6213,G8525(成都东-重庆北),76000G852508,G,成都东,重庆北
6214,G8526(重庆北-成都东),77000G852605,G,重庆北,成都东
6215,G8527(成都东-沙坪坝),76000G852710,G,成都东,沙坪坝
6216,G8528(沙坪坝-成都东),77000G852810,G,沙坪坝,成都东
6217,G8529(成都东-重庆北),76000G852905,G,成都东,重庆北
6218,G8530(重庆北-成都东),77000G853006,G,重庆北,成都东
6219,G8531(成都东-沙坪坝),76000G853106,G,成都东,沙坪坝
6220,G8532(沙坪坝-成都东),77000G853220,G,沙坪坝,成都东
6221,G8533(成都东-沙坪坝),76000G853320,G,成都东,沙坪坝
6222,G8534(沙坪坝-成都东),77000G853410,G,沙坪坝,成都东
6223,G8535(成都东-重庆北),76000G853505,G,成都东,重庆北
6224,G8536(沙坪坝-成都东),77000G853610,G,沙坪坝,成都东
6225,G8537(成都东-重庆北),76000G853706,G,成都东,重庆北
6226,G8538(重庆北-成都东),77000G853805,G,重庆北,成都东
6227,G8540(沙坪坝-成都东),77000G854010,G,沙坪坝,成都东
6228,G8541(成都东-重庆北),76000G854105,G,成都东,重庆北
6229,G8542(沙坪坝-成都东),77000G854200,G,沙坪坝,成都东
6230,G8543(成都东-重庆北),76000G854304,G,成都东,重庆北
6231,G8544(沙坪坝-成都东),77000G854410,G,沙坪坝,成都东
6232,G8546(重庆北-成都东),77000G854604,G,重庆北,成都东
6233,G8601(荣昌北-重庆北),77000G860103,G,荣昌北,重庆北
6234,G8602(重庆北-荣昌北),77000G860203,G,重庆北,荣昌北
6235,G8603(成都东-资中北),76000G860303,G,成都东,资中北
6236,G8604(资中北-成都东),76000G860405,G,资中北,成都东
6237,G8607(成都东-隆昌北),76000G860702,G,成都东,隆昌北
6238,G8608(隆昌北-成都东),76000G860801,G,隆昌北,成都东
6239,G8651(成都东-贵阳北),76000G865100,G,成都东,贵阳北
6240,G8652(贵阳北-成都东),78000G865200,G,贵阳北,成都东
6241,G8653(成都东-贵阳北),76000G865310,G,成都东,贵阳北
6242,G8655(成都东-贵阳北),76000G865500,G,成都东,贵阳北
6243,G8656(贵阳北-成都东),78000G865600,G,贵阳北,成都东
6244,G8657(成都东-贵阳北),76000G865700,G,成都东,贵阳北
6245,G8658(贵阳北-成都东),78000G865800,G,贵阳北,成都东
6246,G8659(成都东-贵阳北),76000G865900,G,成都东,贵阳北
6247,G8660(贵阳北-成都东),78000G866000,G,贵阳北,成都东
6248,G8662(贵阳北-成都东),78000G866200,G,贵阳北,成都东
6249,G8663(成都东-贵阳北),76000G866300,G,成都东,贵阳北
6250,G8664(贵阳北-成都东),78000G866400,G,贵阳北,成都东
6251,G8701(成都东-万州北),76000G870103,G,成都东,万州北
6252,G8702(万州北-成都东),77000G870303,G,万州北,成都东
6253,G8703(万州北-成都东),77000G870303,G,万州北,成都东
6254,G8704(成都东-万州北),76000G870103,G,成都东,万州北
6255,G8705(成都东-万州北),76000G870503,G,成都东,万州北
6256,G8706(万州北-成都东),77000G870704,G,万州北,成都东
6257,G8707(万州北-成都东),77000G870704,G,万州北,成都东
6258,G8708(成都东-万州北),76000G870503,G,成都东,万州北
6259,G8709(成都东-万州北),76000G870903,G,成都东,万州北
6260,G8710(万州北-成都东),77000G871103,G,万州北,成都东
6261,G8711(万州北-成都东),77000G871103,G,万州北,成都东
6262,G8712(成都东-万州北),76000G870903,G,成都东,万州北
6263,G8713(成都东-万州北),76000G871305,G,成都东,万州北
6264,G8714(万州北-成都东),77000G871503,G,万州北,成都东
6265,G8715(万州北-成都东),77000G871503,G,万州北,成都东
6266,G8716(成都东-万州北),76000G871305,G,成都东,万州北
6267,G8717(成都东-万州北),76000G871703,G,成都东,万州北
6268,G8718(万州北-成都东),77000G871904,G,万州北,成都东
6269,G8719(万州北-成都东),77000G871904,G,万州北,成都东
6270,G8720(成都东-万州北),76000G871703,G,成都东,万州北
6271,G8721(成都东-万州北),76000G872103,G,成都东,万州北
6272,G8724(成都东-万州北),76000G872103,G,成都东,万州北
6273,G8751(德阳-重庆北),76000G875101,G,德阳,重庆北
6274,G8752(重庆北-德阳),77000G875202,G,重庆北,德阳
6275,G8901(北京南-天津西),24000G890100,G,北京南,天津西
6276,G8902(天津西-北京南),25000G890202,G,天津西,北京南
6277,G8905(衡阳东-深圳北),6c000G890502,G,衡阳东,深圳北
6278,G8906(深圳北-衡阳东),6i000G890602,G,深圳北,衡阳东
6279,G8907(北京西-石家庄),24000G890702,G,北京西,石家庄
6280,G8908(石家庄-北京西),26000G890801,G,石家庄,北京西
6281,G8909(广州南-深圳北),6c000G890903,G,广州南,深圳北
6282,G8910(深圳北-广州南),6i000G891003,G,深圳北,广州南
6283,G8911(北京南-天津西),24000G891101,G,北京南,天津西
6284,G8912(天津西-北京南),25000G891204,G,天津西,北京南
6285,G8917(北京南-唐山),24000G891702,G,北京南,唐山
6286,G8918(唐山-北京南),25000G891801,G,唐山,北京南
6287,G8923(北京南-秦皇岛),24000G892303,G,北京南,秦皇岛
6288,G8924(秦皇岛-北京南),25000G892407,G,秦皇岛,北京南
6289,G8928(天津西-北京南),25000G892802,G,天津西,北京南
6290,G8935(北京南-德州东),24000G893501,G,北京南,德州东
6291,G8936(德州东-北京南),2d000G893601,G,德州东,北京南
6292,G8953(北京西-石家庄),24000G895304,G,北京西,石家庄
6293,G8954(石家庄-北京西),26000G895405,G,石家庄,北京西
6294,G9001(北京南-廊坊),24000G90010A,G,北京南,廊坊
6295,G9002(廊坊-北京南),2d000G900204,G,廊坊,北京南
6296,G9003(北京南-沧州西),24000G90031B,G,北京南,沧州西
6297,G9004(沧州西-北京南),2d000G900401,G,沧州西,北京南
6298,G9006(天津西-北京南),25000G90061Z,G,天津西,北京南
6299,G9010(天津西-北京南),25000G90102M,G,天津西,北京南
6300,G9012(天津西-北京南),25000G901247,G,天津西,北京南
6301,G9014(天津西-北京南),25000G901436,G,天津西,北京南
6302,G9016(天津西-北京南),25000G90162F,G,天津西,北京南
6303,G9017(北京南-天津西),24000G90171L,G,北京南,天津西
6304,G9018(天津西-北京南),25000G901817,G,天津西,北京南
6305,G9061(北京西-石家庄),24000G90610M,G,北京西,石家庄
6306,G9062(石家庄-北京西),26000G90620J,G,石家庄,北京西
6307,G9063(北京西-石家庄),24000G90630M,G,北京西,石家庄
6308,G9064(石家庄-北京西),26000G90640L,G,石家庄,北京西
6309,G123(北京南-上海虹桥),240000G1231K,G,北京南,上海虹桥
6310,G156(上海虹桥-北京南),5l0000G156R0,G,上海虹桥,北京南
6311,G517(北京西-武汉),240000G5171C,G,北京西,武汉
6312,G528(武汉-北京西),4e0000G5280Y,G,武汉,北京西
6313,G1101(武汉-广州南),4e000G11010E,G,武汉,广州南
6314,G1107(武汉-广州南),4e000G11070M,G,武汉,广州南
6315,G1116(广州南-武汉),6c000G11160X,G,广州南,武汉
6316,G1124(广州南-武汉),6c000G11240O,G,广州南,武汉
6317,G1457(萍乡北-温州南),5w000G146000,G,萍乡北,温州南
6318,G1460(萍乡北-温州南),5w000G146000,G,萍乡北,温州南
6319,G1992(温州南-郑州东),5j000G199200,G,温州南,郑州东
6320,G1993(温州南-郑州东),5j000G199200,G,温州南,郑州东
6321,G4116(济南西-珲春),4p000G41160F,G,济南西,珲春
6322,G4117(济南西-珲春),4p000G41160F,G,济南西,珲春
6323,G4218(荣成-北京南),49000G42180T,G,荣成,北京南
6324,G4287(北京南-济南西),24000G428716,G,北京南,济南西
6325,G4523(北京南-济南西),24000G45231W,G,北京南,济南西
6326,G4524(济南西-北京南),4p000G45242G,G,济南西,北京南
6327,G7097(南京-上海),54000G7097A0,G,南京,上海
6328,G7098(上海-南京),55000G7098G0,G,上海,南京
6329,G7203(无锡-上海),55000G7203E1,G,无锡,上海
6330,G7204(上海-无锡),55000G7204F1,G,上海,无锡
6331,G7422(黄山北-合肥南),52000G742280,G,黄山北,合肥南
6332,G7423(合肥南-黄山北),5i000G742370,G,合肥南,黄山北
6333,G7427(合肥南-安庆),5i000G742701,G,合肥南,安庆
6334,G7428(安庆-合肥南),59000G742800,G,安庆,合肥南
6335,G7667(南京南-温州南),5l000G766791,G,南京南,温州南
6336,G7668(温州南-南京南),5j000G7668H1,G,温州南,南京南
6337,G8047(大连北-沈阳),1g000G804700,G,大连北,沈阳
6338,G8052(沈阳-大连),12000G805207,G,沈阳,大连
6339,G8055(大连-沈阳北),13000G805506,G,大连,沈阳北
6340,G8060(沈阳北-大连北),12000G806010,G,沈阳北,大连北
6341,G8063(大连-沈阳北),13000G806307,G,大连,沈阳北
6342,G8064(沈阳北-大连),12000G806410,G,沈阳北,大连
6343,G9005(北京南-天津西),24000G90052D,G,北京南,天津西
6344,G9007(北京南-天津西),24000G90072U,G,北京南,天津西
6345,G9009(北京南-天津西),24000G90092R,G,北京南,天津西
6346,G9013(北京南-天津西),24000G90133J,G,北京南,天津西
6347,G9015(北京南-天津西),24000G90152A,G,北京南,天津西
6348,G9019(北京南-天津西),24000G90190Q,G,北京南,天津西
6349,G9235(池州-上海虹桥),54000G9238K0,G,池州,上海虹桥
6350,G9236(上海虹桥-池州),5l000G9236N0,G,上海虹桥,池州
6351,G9237(上海虹桥-池州),5l000G9236N0,G,上海虹桥,池州
6352,G9238(池州-上海虹桥),54000G9238K0,G,池州,上海虹桥
6353,G9245(安庆-上海),59000G9248B1,G,安庆,上海
6354,G9246(上海-安庆),55000G9246A1,G,上海,安庆
6355,G9247(上海-安庆),55000G9246A1,G,上海,安庆
6356,G9248(安庆-上海),59000G9248B1,G,安庆,上海
6357,G9250(上海虹桥-安庆),5l000G9250C1,G,上海虹桥,安庆
6358,G9251(上海虹桥-安庆),5l000G9250C1,G,上海虹桥,安庆
